ID_zamowienia,Data_zakupu,ID_klienta,Kategoria,Produkt,Cena_jednostkowa,Ilosc,Kwota_zamowienia,Metoda_platnosci,Wojewodztwo
9013,2025-07-09,1156,Elektronika,Słuchawki,1037.24,4,4148.96,PayPal,Lubelskie
9014,2023-10-02,1266,Książki,Podręcznik,3039.72,4,12158.88,Przelew,Opolskie
9015,2023-04-02,3218,Sport,Piłka,4226.91,4,16907.64,PayPal,Warmińsko-Mazurskie
9016,2023-03-19,1397,Elektronika,Słuchawki,1287.99,2,2575.98,Przelew,Kujawsko-Pomorskie
9017,2023-12-12,1592,Moda,Spodnie,4412.88,1,4412.88,Karta,Świętokrzyskie
9018,2023-12-21,4354,Sport,Hantle,412.49,1,412.49,BLIK,Dolnośląskie
9019,2024-12-04,3865,Książki,Powieść,3803.66,1,3803.66,BLIK,Podlaskie
9020,2024-02-27,2343,Sport,Rolki,4105.35,1,4105.35,Przelew,Warmińsko-Mazurskie
9021,2023-05-16,1736,Sport,Hantle,3033.81,1,3033.81,PayPal,Śląskie
9022,2023-05-21,2659,Sport,Piłka,1965.12,1,1965.12,PayPal,Dolnośląskie
9023,2024-11-14,2250,AGD,Zmywarka,3257.56,3,9772.68,PayPal,Podkarpackie
9024,2025-02-03,4732,Elektronika,Słuchawki,4424.1,4,17696.4,Przelew,Zachodniopomorskie
9025,2024-09-01,4514,Elektronika,Monitor,1843.03,4,7372.12,PayPal,Śląskie
9026,2023-01-29,3465,Sport,Rolki,4464.63,4,17858.52,Karta,Dolnośląskie
9027,2025-03-09,1843,Książki,Komiks,1616.5,3,4849.5,PayPal,Śląskie
9028,2025-03-17,3615,Moda,Spodnie,838.88,2,1677.76,Karta,Łódzkie
9029,2022-10-31,1563,Sport,Piłka,2367.99,1,2367.99,Przelew,Warmińsko-Mazurskie
9030,2023-08-08,3045,Sport,Hantle,4825.97,3,14477.91,Przelew,Podlaskie
9031,2025-04-12,1668,Książki,Podręcznik,1110.44,1,1110.44,PayPal,Lubelskie
9032,2022-09-30,4070,Elektronika,Tablet,3467.0,3,10401.0,Przelew,Łódzkie
9033,2023-03-03,3405,Elektronika,Laptop,3089.36,4,12357.44,BLIK,Mazowieckie
9034,2024-05-29,3453,Moda,Spodnie,4948.42,4,19793.68,BLIK,Zachodniopomorskie
9035,2025-03-05,1595,AGD,Mikser,4751.99,2,9503.98,Karta,Małopolskie
9036,2023-06-30,1870,Moda,Czapka,4698.39,2,9396.78,Przelew,Pomorskie
9037,2024-05-25,3570,Moda,Kurtka,4602.91,3,13808.73,PayPal,Zachodniopomorskie
9038,2025-08-12,1607,Sport,Piłka,305.53,3,916.59,BLIK,Kujawsko-Pomorskie
9039,2022-11-18,4972,Książki,Poradnik,4181.41,3,12544.23,Przelew,Śląskie
9040,2025-06-13,2099,AGD,Kuchenka,3733.31,1,3733.31,Przelew,Podkarpackie
9041,2023-05-24,4433,Sport,Hantle,1883.27,4,7533.08,PayPal,Mazowieckie
9042,2024-08-07,3122,AGD,Lodówka,3424.72,4,13698.88,Przelew,Lubuskie
9043,2024-07-24,2914,Elektronika,Tablet,2751.38,2,5502.76,Przelew,Śląskie
9044,2024-03-08,3747,Sport,Hantle,1602.78,1,1602.78,Przelew,Lubelskie
9045,2024-01-01,3066,Moda,Buty,485.8,3,1457.4,Przelew,Świętokrzyskie
9046,2022-09-04,2013,Sport,Hantle,2366.72,3,7100.16,BLIK,Lubelskie
9047,2024-03-26,3114,Książki,Poradnik,905.28,2,1810.56,BLIK,Świętokrzyskie
9048,2023-12-22,2676,Sport,Hantle,2865.58,1,2865.58,Przelew,Łódzkie
9049,2023-05-23,4741,Sport,Rakieta tenisowa,2006.3,1,2006.3,BLIK,Świętokrzyskie
9050,2025-01-24,1065,Elektronika,Słuchawki,3654.17,2,7308.34,Przelew,Pomorskie
9051,2025-08-01,1357,Moda,Czapka,2310.88,2,4621.76,PayPal,Dolnośląskie
9052,2023-06-05,3912,Moda,Koszulka,4020.51,3,12061.53,BLIK,Łódzkie
9053,2023-10-11,4613,AGD,Odkurzacz,1840.26,4,7361.04,Przelew,Zachodniopomorskie
9054,2023-05-14,2509,Moda,Kurtka,4871.0,1,4871.0,BLIK,Łódzkie
9055,2024-08-16,1206,Elektronika,Monitor,3557.73,3,10673.19,Karta,Świętokrzyskie
9056,2024-09-04,3796,AGD,Odkurzacz,4252.07,1,4252.07,BLIK,Dolnośląskie
9057,2025-03-16,2287,Sport,Rakieta tenisowa,3535.29,2,7070.58,Przelew,Pomorskie
9058,2024-09-23,2143,Moda,Koszulka,2610.5,2,5221.0,PayPal,Łódzkie
9059,2025-03-16,2302,Moda,Kurtka,3935.72,1,3935.72,PayPal,Podlaskie
9060,2024-05-10,1094,AGD,Odkurzacz,459.22,1,459.22,BLIK,Kujawsko-Pomorskie
9061,2023-03-04,4110,Elektronika,Słuchawki,3501.53,3,10504.59,Karta,Mazowieckie
9062,2023-07-29,2779,AGD,Lodówka,1006.68,2,2013.36,Karta,Podlaskie
9063,2024-10-11,1405,AGD,Odkurzacz,1515.74,3,4547.22,Karta,Lubuskie
9064,2025-05-10,4167,Sport,Hantle,3137.3,3,9411.9,Karta,Świętokrzyskie
9065,2024-06-18,4505,Elektronika,Tablet,4574.57,3,13723.71,Przelew,Zachodniopomorskie
9066,2025-04-23,3395,Sport,Hantle,4778.2,4,19112.8,Karta,Opolskie
9067,2024-04-02,3581,Moda,Spodnie,325.8,1,325.8,BLIK,Warmińsko-Mazurskie
9068,2023-06-12,1230,Elektronika,Monitor,3438.45,4,13753.8,Karta,Łódzkie
9069,2024-03-12,2052,Książki,Komiks,1861.4,2,3722.8,PayPal,Pomorskie
9070,2024-04-26,2230,Elektronika,Tablet,416.91,2,833.82,BLIK,Lubuskie
9071,2024-04-27,3075,Elektronika,Słuchawki,4909.92,4,19639.68,BLIK,Pomorskie
9072,2022-09-13,3426,Książki,Poradnik,594.37,4,2377.48,BLIK,Śląskie
9073,2022-12-23,4123,Sport,Rakieta tenisowa,4160.01,1,4160.01,PayPal,Podlaskie
9074,2023-05-19,1281,Książki,Powieść,2008.65,2,4017.3,Karta,Podlaskie
9075,2023-11-14,4634,Elektronika,Smartfon,1106.89,4,4427.56,Karta,Dolnośląskie
9076,2022-09-10,2822,Moda,Kurtka,4776.87,1,4776.87,Karta,Łódzkie
9077,2023-04-11,3472,Elektronika,Monitor,2857.84,3,8573.52,PayPal,Podkarpackie
9078,2025-04-03,1451,Moda,Kurtka,2072.06,3,6216.18,BLIK,Podkarpackie
9079,2023-04-22,3222,Moda,Kurtka,2762.17,2,5524.34,PayPal,Lubuskie
9080,2024-12-14,4343,Moda,Buty,1719.44,1,1719.44,BLIK,Podlaskie
9081,2023-10-25,3119,Sport,Rakieta tenisowa,313.97,1,313.97,PayPal,Śląskie
9082,2022-10-14,2840,AGD,Zmywarka,4756.29,1,4756.29,Przelew,Łódzkie
9083,2024-05-01,1970,AGD,Mikser,2978.48,1,2978.48,Karta,Śląskie
9084,2022-11-18,2133,Książki,Komiks,1564.73,4,6258.92,Przelew,Lubelskie
9085,2022-11-15,3922,Sport,Hantle,3385.02,2,6770.04,Karta,Podkarpackie
9086,2025-02-02,1975,Elektronika,Smartfon,586.04,2,1172.08,Przelew,Dolnośląskie
9087,2024-11-25,4753,Sport,Hantle,2237.21,3,6711.63,Karta,Śląskie
9088,2024-07-09,4766,Książki,Poradnik,3455.62,4,13822.48,PayPal,Lubuskie
9089,2024-02-29,3556,Sport,Rolki,1383.44,2,2766.88,PayPal,Dolnośląskie
9090,2024-01-22,2342,Sport,Piłka,3847.56,4,15390.24,Przelew,Kujawsko-Pomorskie
9091,2025-06-07,1307,Książki,Powieść,3402.27,1,3402.27,Przelew,Śląskie
9092,2024-01-28,4959,Moda,Kurtka,3638.55,3,10915.65,BLIK,Zachodniopomorskie
9093,2023-10-11,3408,Książki,Powieść,2362.37,1,2362.37,Karta,Łódzkie
9094,2023-01-15,3862,AGD,Kuchenka,1921.7,1,1921.7,PayPal,Dolnośląskie
9095,2024-09-12,4723,Elektronika,Słuchawki,657.69,3,1973.07,PayPal,Świętokrzyskie
9096,2024-04-09,1402,Moda,Czapka,3119.07,4,12476.28,Karta,Świętokrzyskie
9097,2023-03-07,2457,Elektronika,Słuchawki,3818.96,4,15275.84,PayPal,Podkarpackie
9098,2023-08-14,3726,Moda,Kurtka,542.86,1,542.86,Karta,Warmińsko-Mazurskie
9099,2024-02-10,1140,Sport,Rower,4027.47,1,4027.47,Przelew,Warmińsko-Mazurskie
9100,2023-08-04,2465,Elektronika,Tablet,1667.78,3,5003.34,Przelew,Podkarpackie
9101,2022-10-09,1932,Elektronika,Smartfon,4092.28,4,16369.12,BLIK,Świętokrzyskie
9102,2022-09-05,3938,Książki,Powieść,4661.67,4,18646.68,Przelew,Łódzkie
9103,2023-08-06,1231,Elektronika,Tablet,1948.43,4,7793.72,PayPal,Podlaskie
9104,2023-12-13,3300,Sport,Rower,2518.76,4,10075.04,PayPal,Podlaskie
9105,2022-09-28,4307,AGD,Kuchenka,1019.55,4,4078.2,Karta,Świętokrzyskie
9106,2023-11-12,2617,Moda,Kurtka,3235.63,4,12942.52,BLIK,Opolskie
9107,2025-02-02,2796,Książki,Poradnik,2191.44,4,8765.76,Karta,Kujawsko-Pomorskie
9108,2023-09-21,2962,Książki,Podręcznik,990.19,4,3960.76,Przelew,Podkarpackie
9109,2024-01-13,1067,Sport,Hantle,1788.17,1,1788.17,Przelew,Warmińsko-Mazurskie
9110,2023-09-27,2449,Książki,Album,366.58,4,1466.32,BLIK,Pomorskie
9111,2025-03-11,4476,AGD,Lodówka,1678.15,4,6712.6,PayPal,Lubelskie
9112,2024-04-11,2112,Książki,Powieść,2567.37,2,5134.74,Przelew,Zachodniopomorskie
9113,2023-09-26,1454,Książki,Album,924.7,3,2774.1,Przelew,Warmińsko-Mazurskie
9114,2024-07-13,2336,Elektronika,Słuchawki,917.88,3,2753.64,Przelew,Dolnośląskie
9115,2023-10-02,3026,Książki,Komiks,862.32,2,1724.64,BLIK,Zachodniopomorskie
9116,2022-12-27,4839,AGD,Odkurzacz,854.87,1,854.87,PayPal,Dolnośląskie
9117,2024-10-22,4483,Moda,Kurtka,1511.74,3,4535.22,BLIK,Pomorskie
9118,2025-01-10,2880,Elektronika,Monitor,1043.82,3,3131.46,Karta,Świętokrzyskie
9119,2024-06-27,3372,Sport,Rakieta tenisowa,2808.76,3,8426.28,Karta,Podlaskie
9120,2024-03-30,2849,AGD,Lodówka,1519.76,2,3039.52,PayPal,Dolnośląskie
9121,2023-06-03,3854,Sport,Rakieta tenisowa,3000.22,4,12000.88,BLIK,Zachodniopomorskie
9122,2024-09-20,3648,Sport,Rower,2372.81,2,4745.62,Karta,Mazowieckie
9123,2022-08-30,2085,Elektronika,Słuchawki,3388.79,1,3388.79,Karta,Dolnośląskie
9124,2024-11-19,4994,Moda,Czapka,4331.52,1,4331.52,PayPal,Świętokrzyskie
9125,2023-05-30,4440,Moda,Czapka,1961.54,3,5884.62,Karta,Podlaskie
9126,2023-08-05,4537,AGD,Odkurzacz,2997.74,4,11990.96,PayPal,Małopolskie
9127,2023-08-31,1294,AGD,Zmywarka,2392.09,2,4784.18,BLIK,Zachodniopomorskie
9128,2024-11-02,2810,Sport,Rakieta tenisowa,4886.9,2,9773.8,Przelew,Pomorskie
9129,2024-07-09,4969,Sport,Rakieta tenisowa,817.39,3,2452.17,BLIK,Lubelskie
9130,2024-01-18,1760,Elektronika,Laptop,2417.86,2,4835.72,BLIK,Lubuskie
9131,2023-08-22,4209,Sport,Piłka,451.0,4,1804.0,Przelew,Lubelskie
9132,2024-08-25,4162,Elektronika,Tablet,3080.2,3,9240.6,Karta,Lubelskie
9133,2023-04-24,1065,Sport,Piłka,3861.57,1,3861.57,Przelew,Opolskie
9134,2023-06-05,2100,Książki,Album,4722.69,4,18890.76,BLIK,Lubuskie
9135,2024-04-20,4857,AGD,Zmywarka,4408.58,2,8817.16,Karta,Łódzkie
9136,2023-08-27,1146,Książki,Podręcznik,667.38,1,667.38,PayPal,Śląskie
9137,2023-04-19,4060,Książki,Album,1848.12,2,3696.24,Przelew,Lubelskie
9138,2023-12-08,3317,Elektronika,Laptop,1104.87,1,1104.87,BLIK,Podkarpackie
9139,2022-12-23,4753,Książki,Album,4648.51,3,13945.53,BLIK,Świętokrzyskie
9140,2025-02-04,2476,AGD,Lodówka,4400.63,1,4400.63,Karta,Pomorskie
9141,2023-11-17,1080,AGD,Mikser,2997.66,1,2997.66,PayPal,Śląskie
9142,2023-05-13,2981,AGD,Lodówka,2084.23,4,8336.92,Karta,Opolskie
9143,2022-11-02,3102,AGD,Zmywarka,2527.45,2,5054.9,Przelew,Kujawsko-Pomorskie
9144,2024-04-28,4303,AGD,Lodówka,1401.92,4,5607.68,PayPal,Łódzkie
9145,2024-02-20,2548,AGD,Zmywarka,2455.06,4,9820.24,BLIK,Zachodniopomorskie
9146,2023-09-11,3463,Moda,Spodnie,3059.05,1,3059.05,Przelew,Lubuskie
9147,2023-06-22,4203,Moda,Spodnie,1809.0,2,3618.0,PayPal,Łódzkie
9148,2023-08-23,4307,Moda,Koszulka,2902.02,3,8706.06,Karta,Mazowieckie
9149,2025-08-17,2920,AGD,Lodówka,3907.27,2,7814.54,Przelew,Lubuskie
9150,2023-12-19,3163,Elektronika,Monitor,3744.78,4,14979.12,Przelew,Pomorskie
9151,2022-09-08,4207,Książki,Komiks,1997.47,3,5992.41,BLIK,Podlaskie
9152,2025-08-11,3822,Elektronika,Laptop,4412.61,2,8825.22,Przelew,Lubelskie
9153,2025-01-24,2659,Książki,Powieść,1287.23,4,5148.92,PayPal,Pomorskie
9154,2023-03-24,4535,Sport,Rolki,796.02,2,1592.04,Karta,Małopolskie
9155,2023-09-30,3670,Elektronika,Monitor,44.86,4,179.44,Przelew,Lubuskie
9156,2023-03-24,4068,Sport,Rakieta tenisowa,628.11,4,2512.44,Karta,Świętokrzyskie
9157,2024-01-23,4621,Sport,Piłka,4857.55,3,14572.65,PayPal,Podlaskie
9158,2025-02-11,4309,AGD,Zmywarka,3345.85,3,10037.55,Przelew,Podlaskie
9159,2023-01-21,3289,Elektronika,Smartfon,4274.1,4,17096.4,Karta,Podkarpackie
9160,2024-08-12,3155,Elektronika,Smartfon,4528.33,1,4528.33,PayPal,Łódzkie
9161,2023-11-08,4453,AGD,Odkurzacz,3514.74,1,3514.74,PayPal,Zachodniopomorskie
9162,2023-12-17,3754,AGD,Odkurzacz,1558.35,4,6233.4,PayPal,Zachodniopomorskie
9163,2024-04-09,1052,Sport,Piłka,4922.95,4,19691.8,Przelew,Dolnośląskie
9164,2022-10-04,1224,Elektronika,Tablet,3324.88,1,3324.88,Karta,Świętokrzyskie
9165,2025-02-16,2947,Sport,Rower,4225.15,3,12675.45,PayPal,Pomorskie
9166,2025-05-14,3721,AGD,Lodówka,2818.93,3,8456.79,Karta,Małopolskie
9167,2023-11-24,4998,AGD,Lodówka,4763.19,3,14289.57,BLIK,Małopolskie
9168,2023-01-15,3772,Książki,Podręcznik,2745.68,4,10982.72,Przelew,Dolnośląskie
9169,2022-11-12,1523,Sport,Hantle,3302.56,4,13210.24,Karta,Podkarpackie
9170,2024-04-23,4632,Moda,Kurtka,2799.11,1,2799.11,PayPal,Mazowieckie
9171,2024-11-14,4234,Sport,Rolki,3136.8,1,3136.8,PayPal,Podkarpackie
9172,2022-10-04,1798,Moda,Spodnie,2279.73,3,6839.19,PayPal,Warmińsko-Mazurskie
9173,2025-07-14,1526,Sport,Piłka,4464.99,2,8929.98,Karta,Pomorskie
9174,2024-02-16,2373,Książki,Poradnik,4680.48,2,9360.96,Karta,Lubuskie
9175,2025-02-11,3872,Książki,Podręcznik,694.34,4,2777.36,Przelew,Małopolskie
9176,2022-12-25,3250,Moda,Buty,1751.16,1,1751.16,Karta,Pomorskie
9177,2025-03-23,2999,AGD,Zmywarka,2512.35,2,5024.7,Karta,Kujawsko-Pomorskie
9178,2023-09-16,1897,Elektronika,Laptop,4979.91,1,4979.91,Przelew,Mazowieckie
9179,2025-04-21,4098,Elektronika,Tablet,698.5,3,2095.5,PayPal,Zachodniopomorskie
9180,2024-06-28,3638,AGD,Kuchenka,1043.54,1,1043.54,BLIK,Warmińsko-Mazurskie
9181,2023-03-24,4673,Sport,Hantle,2500.59,2,5001.18,BLIK,Dolnośląskie
9182,2023-02-28,3504,Książki,Podręcznik,554.99,4,2219.96,BLIK,Mazowieckie
9183,2022-09-03,3471,Książki,Album,4753.33,4,19013.32,Karta,Lubuskie
9184,2025-05-20,3185,Sport,Piłka,2423.98,3,7271.94,Przelew,Dolnośląskie
9185,2023-02-22,3682,Elektronika,Smartfon,1942.91,4,7771.64,BLIK,Opolskie
9186,2024-10-20,1238,Książki,Powieść,3756.29,1,3756.29,Karta,Opolskie
9187,2024-07-20,2489,AGD,Lodówka,2125.0,1,2125.0,Przelew,Łódzkie
9188,2023-03-20,1675,Moda,Spodnie,3625.69,3,10877.07,BLIK,Dolnośląskie
9189,2024-04-01,1996,Sport,Rolki,3822.7,3,11468.1,BLIK,Łódzkie
9190,2023-03-20,4498,Książki,Komiks,2070.26,2,4140.52,Karta,Opolskie
9191,2024-01-19,1558,Książki,Powieść,580.67,2,1161.34,Przelew,Dolnośląskie
9192,2023-01-27,3770,Sport,Rakieta tenisowa,464.68,1,464.68,PayPal,Śląskie
9193,2023-11-03,1449,Elektronika,Tablet,1777.72,1,1777.72,PayPal,Podlaskie
9194,2025-03-30,4254,Moda,Czapka,3180.76,2,6361.52,Przelew,Lubuskie
9195,2024-01-26,3043,Sport,Piłka,3972.86,3,11918.58,PayPal,Kujawsko-Pomorskie
9196,2024-09-03,1413,Elektronika,Słuchawki,913.22,2,1826.44,BLIK,Mazowieckie
9197,2022-10-20,1160,AGD,Odkurzacz,1499.25,4,5997.0,Przelew,Lubelskie
9198,2022-09-21,3777,Sport,Rower,74.02,1,74.02,BLIK,Lubelskie
9199,2022-10-25,2862,Książki,Podręcznik,3606.3,4,14425.2,PayPal,Pomorskie
9200,2024-02-20,4581,AGD,Odkurzacz,3794.1,2,7588.2,Karta,Dolnośląskie
9201,2023-12-04,1383,Elektronika,Tablet,2075.59,1,2075.59,BLIK,Śląskie
9202,2024-07-26,1137,Sport,Piłka,90.98,3,272.94,BLIK,Dolnośląskie
9203,2022-09-18,3456,Książki,Podręcznik,2399.88,2,4799.76,BLIK,Pomorskie
9204,2022-11-28,3266,AGD,Mikser,2085.0,1,2085.0,BLIK,Świętokrzyskie
9205,2023-02-02,4232,AGD,Kuchenka,4669.58,2,9339.16,Przelew,Podlaskie
9206,2024-01-22,2068,Moda,Kurtka,1162.47,1,1162.47,Karta,Lubelskie
9207,2024-08-22,4368,Moda,Buty,2367.73,3,7103.19,Karta,Opolskie
9208,2023-01-10,1182,Książki,Powieść,4929.09,2,9858.18,Przelew,Lubelskie
9209,2023-01-02,3668,Elektronika,Laptop,2881.74,4,11526.96,BLIK,Świętokrzyskie
9210,2024-10-18,2463,Książki,Album,1792.92,3,5378.76,PayPal,Łódzkie
9211,2024-11-27,2232,Moda,Spodnie,4870.77,3,14612.31,PayPal,Warmińsko-Mazurskie
9212,2025-02-22,4667,Moda,Buty,2874.57,3,8623.71,Przelew,Podlaskie
9213,2023-07-29,3750,AGD,Mikser,3238.43,1,3238.43,BLIK,Warmińsko-Mazurskie
9214,2023-10-08,1999,Moda,Spodnie,4598.87,1,4598.87,BLIK,Lubelskie
9215,2024-01-29,4561,Elektronika,Laptop,4594.69,4,18378.76,BLIK,Pomorskie
9216,2024-01-03,3250,Elektronika,Laptop,4800.3,3,14400.9,Przelew,Opolskie
9217,2023-03-19,2292,Sport,Piłka,295.2,2,590.4,Przelew,Świętokrzyskie
9218,2024-10-08,4741,Sport,Rolki,717.5,3,2152.5,Karta,Lubelskie
9219,2025-01-01,1974,Sport,Piłka,1661.93,3,4985.79,Przelew,Świętokrzyskie
9220,2023-10-29,1824,Moda,Czapka,3137.47,4,12549.88,BLIK,Lubelskie
9221,2024-04-21,2942,Sport,Rakieta tenisowa,778.19,1,778.19,PayPal,Lubelskie
9222,2023-02-22,1751,Sport,Rolki,340.24,2,680.48,PayPal,Warmińsko-Mazurskie
9223,2024-10-29,1009,Elektronika,Laptop,2287.93,3,6863.79,Karta,Pomorskie
9224,2022-09-27,4210,Książki,Album,2215.71,4,8862.84,BLIK,Opolskie
9225,2024-09-14,4977,Elektronika,Laptop,368.15,4,1472.6,PayPal,Zachodniopomorskie
9226,2022-09-21,4733,Moda,Czapka,2809.58,2,5619.16,Przelew,Śląskie
9227,2025-06-20,2605,Elektronika,Tablet,2288.41,1,2288.41,PayPal,Lubuskie
9228,2024-02-05,2591,Książki,Poradnik,3288.49,4,13153.96,PayPal,Mazowieckie
9229,2023-10-16,1443,Sport,Rower,1051.65,1,1051.65,Karta,Łódzkie
9230,2024-06-04,2744,Książki,Podręcznik,890.21,4,3560.84,BLIK,Warmińsko-Mazurskie
9231,2025-06-20,3205,Moda,Spodnie,1127.08,1,1127.08,PayPal,Małopolskie
9232,2023-10-15,3069,AGD,Lodówka,437.78,4,1751.12,Przelew,Lubelskie
9233,2023-02-27,1016,Sport,Hantle,2274.07,4,9096.28,Przelew,Podlaskie
9234,2024-09-23,2496,Sport,Rolki,3462.49,4,13849.96,Przelew,Kujawsko-Pomorskie
9235,2025-05-09,3947,Moda,Buty,474.59,4,1898.36,Karta,Zachodniopomorskie
9236,2025-03-29,1185,Sport,Rakieta tenisowa,4010.52,2,8021.04,BLIK,Warmińsko-Mazurskie
9237,2025-03-24,4585,AGD,Kuchenka,1968.28,1,1968.28,BLIK,Świętokrzyskie
9238,2023-07-25,1037,AGD,Lodówka,1512.97,4,6051.88,Przelew,Świętokrzyskie
9239,2025-05-06,3729,Elektronika,Tablet,1881.99,2,3763.98,BLIK,Mazowieckie
9240,2024-10-01,2511,AGD,Mikser,1515.22,3,4545.66,PayPal,Warmińsko-Mazurskie
9241,2024-03-07,1774,Elektronika,Laptop,2849.88,1,2849.88,Karta,Podlaskie
9242,2024-08-03,2139,Moda,Spodnie,3337.65,2,6675.3,BLIK,Warmińsko-Mazurskie
9243,2023-01-26,1525,Elektronika,Monitor,2845.82,2,5691.64,BLIK,Warmińsko-Mazurskie
9244,2022-09-18,1462,Elektronika,Smartfon,1428.63,3,4285.89,PayPal,Pomorskie
9245,2024-01-03,2963,Książki,Poradnik,2085.66,1,2085.66,Przelew,Małopolskie
9246,2025-04-10,4856,Sport,Piłka,2877.68,2,5755.36,PayPal,Opolskie
9247,2025-01-24,4859,Sport,Rakieta tenisowa,2970.02,4,11880.08,PayPal,Dolnośląskie
9248,2022-09-09,4617,Elektronika,Tablet,2260.54,2,4521.08,PayPal,Lubelskie
9249,2024-01-08,1678,Książki,Podręcznik,1801.01,1,1801.01,BLIK,Kujawsko-Pomorskie
9250,2025-04-17,1906,Moda,Koszulka,205.98,2,411.96,Przelew,Warmińsko-Mazurskie
9251,2024-03-04,1967,AGD,Mikser,2020.66,4,8082.64,PayPal,Małopolskie
9252,2023-05-29,4178,Elektronika,Tablet,2302.42,3,6907.26,BLIK,Kujawsko-Pomorskie
9253,2024-06-29,4072,Moda,Czapka,1389.99,2,2779.98,PayPal,Lubelskie
9254,2023-10-21,1013,AGD,Mikser,1879.36,2,3758.72,PayPal,Łódzkie
9255,2024-10-18,3878,AGD,Lodówka,2579.55,2,5159.1,Karta,Podlaskie
9256,2025-05-16,3037,AGD,Lodówka,1133.19,1,1133.19,Przelew,Pomorskie
9257,2024-12-07,4014,Książki,Podręcznik,4806.49,4,19225.96,Przelew,Warmińsko-Mazurskie
9258,2023-06-02,2713,Książki,Powieść,1200.74,2,2401.48,PayPal,Warmińsko-Mazurskie
9259,2023-08-27,1937,Elektronika,Monitor,2300.12,1,2300.12,BLIK,Kujawsko-Pomorskie
9260,2023-04-24,2279,Elektronika,Smartfon,2436.48,3,7309.44,BLIK,Warmińsko-Mazurskie
9261,2025-04-23,4525,Książki,Album,3277.23,1,3277.23,BLIK,Warmińsko-Mazurskie
9262,2023-06-21,3956,Moda,Kurtka,1396.55,2,2793.1,PayPal,Lubelskie
9263,2024-11-12,2010,Książki,Poradnik,4949.99,1,4949.99,Przelew,Małopolskie
9264,2024-09-16,4157,Moda,Spodnie,2167.23,3,6501.69,BLIK,Pomorskie
9265,2025-01-23,1207,Elektronika,Monitor,3756.83,1,3756.83,PayPal,Warmińsko-Mazurskie
9266,2025-07-13,1739,Książki,Poradnik,4668.98,2,9337.96,PayPal,Śląskie
9267,2023-12-04,4153,Elektronika,Laptop,3262.8,2,6525.6,PayPal,Zachodniopomorskie
9268,2024-12-03,2617,Sport,Rolki,4672.66,2,9345.32,PayPal,Małopolskie
9269,2025-02-09,1694,Książki,Podręcznik,3155.16,1,3155.16,PayPal,Mazowieckie
9270,2022-08-31,2528,Elektronika,Słuchawki,4683.87,3,14051.61,Przelew,Podkarpackie
9271,2024-04-12,1436,Książki,Powieść,192.11,4,768.44,BLIK,Kujawsko-Pomorskie
9272,2025-08-14,3911,Książki,Podręcznik,2343.85,1,2343.85,BLIK,Mazowieckie
9273,2024-12-12,4543,Moda,Spodnie,1706.3,1,1706.3,PayPal,Łódzkie
9274,2025-02-19,3340,Elektronika,Słuchawki,4124.34,1,4124.34,Przelew,Opolskie
9275,2024-02-29,1553,Moda,Czapka,3827.3,2,7654.6,Karta,Kujawsko-Pomorskie
9276,2023-06-22,1427,AGD,Kuchenka,2626.72,3,7880.16,Przelew,Podkarpackie
9277,2024-09-22,3573,Książki,Poradnik,4878.65,2,9757.3,Przelew,Podkarpackie
9278,2025-07-01,2006,Moda,Spodnie,883.56,3,2650.68,PayPal,Opolskie
9279,2023-10-18,4552,AGD,Odkurzacz,562.62,4,2250.48,Przelew,Podkarpackie
9280,2024-12-15,1393,Moda,Buty,2441.32,4,9765.28,Przelew,Dolnośląskie
9281,2024-11-07,2917,AGD,Lodówka,2850.36,1,2850.36,BLIK,Mazowieckie
9282,2024-07-30,4776,Książki,Powieść,4274.65,2,8549.3,Przelew,Podkarpackie
9283,2024-03-20,1310,Elektronika,Tablet,369.23,1,369.23,PayPal,Łódzkie
9284,2024-11-11,1955,AGD,Zmywarka,4937.44,2,9874.88,Przelew,Dolnośląskie
9285,2024-02-14,3584,Sport,Piłka,1866.25,1,1866.25,BLIK,Lubelskie
9286,2025-07-02,2944,Elektronika,Tablet,4276.54,2,8553.08,PayPal,Lubelskie
9287,2025-05-05,3636,Książki,Album,2007.7,1,2007.7,Karta,Podlaskie
9288,2023-05-07,2521,Sport,Hantle,795.83,2,1591.66,BLIK,Kujawsko-Pomorskie
9289,2024-11-11,1574,Elektronika,Smartfon,2545.24,2,5090.48,PayPal,Kujawsko-Pomorskie
9290,2024-01-13,3116,Elektronika,Słuchawki,1133.04,4,4532.16,PayPal,Kujawsko-Pomorskie
9291,2023-06-02,2902,Elektronika,Smartfon,883.2,4,3532.8,BLIK,Pomorskie
9292,2023-07-02,2309,Elektronika,Laptop,3581.64,4,14326.56,BLIK,Świętokrzyskie
9293,2024-12-07,2114,Elektronika,Monitor,3881.57,1,3881.57,PayPal,Łódzkie
9294,2024-10-05,3591,Moda,Koszulka,1408.82,1,1408.82,BLIK,Mazowieckie
9295,2022-10-07,2880,Elektronika,Laptop,369.54,4,1478.16,PayPal,Lubelskie
9296,2024-04-11,2717,Sport,Rolki,613.25,4,2453.0,PayPal,Zachodniopomorskie
9297,2024-12-26,2157,Moda,Spodnie,4531.17,3,13593.51,Karta,Śląskie
9298,2023-03-21,2217,Elektronika,Monitor,1078.62,1,1078.62,Przelew,Opolskie
